EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
4,I,50,5031,976975677,Hele landet,Trøndelag - Trööndelage,Malvik,Sveberg skole,49,2.2,50,,,49,2.1,51,,,51,2.5,52,,
4,I,50,5031,975282872,Hele landet,Trøndelag - Trööndelage,Malvik,Vikhammer skole,49,3.1,51,0,0,49,2.4,51,0,,46,2.5,50,,
3,I,50,5028,5028,Hele landet,Trøndelag - Trööndelage,Melhus,Melhus,50,1.3,200,9.2,3.5,51,1.1,204,8.3,2.6,51,1.2,208,7.9,1.3
4,I,50,5028,989152394,Hele landet,Trøndelag - Trööndelage,Melhus,Brekkåsen skole,47,3.7,26,0,0,49,3.1,25,0,3.8,48,3.5,25,0,3.8
4,I,50,5028,874559512,Hele landet,Trøndelag - Trööndelage,Melhus,Eid skole og barnehage Avd skole,,,,0,9.1,,,,0,9.1,,,,,
4,I,50,5028,974559528,Hele landet,Trøndelag - Trööndelage,Melhus,Flå skole og barnehage Avd skole,50,3.5,21,22.2,,51,3.3,25,,,49,4.3,26,,
4,I,50,5028,974559536,Hele landet,Trøndelag - Trööndelage,Melhus,Gimse skole,55,3.8,28,,,50,2.8,30,,,52,2.6,31,,
4,I,50,5028,974559544,Hele landet,Trøndelag - Trööndelage,Melhus,Gåsbakken skole og barnehage Avd skole,,,,0,,,,,0,25,,,,0,
4,I,50,5028,974559552,Hele landet,Trøndelag - Trööndelage,Melhus,Hovin skole og barnehage Avd skole,47,2.7,27,,,47,3.2,24,,,53,2.8,27,,
4,I,50,5028,974559560,Hele landet,Trøndelag - Trööndelage,Melhus,Høyeggen skole,47,2.4,48,,,52,2.4,47,,,52,2.7,47,,
4,I,50,5028,974559579,Hele landet,Trøndelag - Trööndelage,Melhus,Lundamo skole og barnehage Avd skole,52,3.4,21,,,53,3.2,24,,,50,2.7,24,,
4,I,50,5028,974559587,Hele landet,Trøndelag - Trööndelage,Melhus,Rosmælen skole og barnehage Avd skole,54,5.4,16,,,56,4,16,,,57,3.9,15,25,
3,I,50,5034,5034,Hele landet,Trøndelag - Trööndelage,Meråker,Meråker,45,4,26,,,45,3.2,26,,,42,4,26,,
4,I,50,5034,974542498,Hele landet,Trøndelag - Trööndelage,Meråker,Meråker skole,45,4,26,,,45,3.2,26,,,42,4,26,,
3,I,50,5027,5027,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Midtre Gauldal,48,2.6,60,11.1,5.6,47,2,63,11.1,1.4,48,2.2,59,11.1,6.9
4,I,50,5027,975282805,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Budal Oppvekstområde Avd skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5027,975282821,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Singsaas Oppvekstområde Avd skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5027,875282832,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Soknedal skole,47,3.8,18,0,0,47,3.6,18,0,0,51,4,18,0,0
4,I,50,5027,975282783,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Støren barneskole,49,3.8,32,18.2,9.1,47,3,35,18.2,2.3,48,3.1,31,18.2,11.4
3,I,50,5007,5007,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Namsos - Nåavmesjenjaelmie,50,1.6,160,5.3,1.2,48,1.3,161,4.7,1.2,47,1.4,160,5.3,1.2
4,I,50,5007,975290123,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Bangsund skole,49,4.6,12,0,0,46,3.3,12,0,0,43,4.2,12,0,0
4,I,50,5007,979984766,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Bjørkly skole,,,,,,,,,,,,,,,
4,I,50,5007,875279602,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Høknes barneskole,53,3.2,43,,,47,2.5,44,,,45,2.8,44,,
4,I,50,5007,975269108,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Jøa barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5007,975289818,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Namdalseid skole,45,4.8,12,0,0,47,4.2,11,0,8.3,46,5.1,12,0,0
4,I,50,5007,875279572,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Namsos barneskole,51,3.7,31,,,49,2.7,31,,,49,3.1,31,,
4,I,50,5007,975279588,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Otterøy oppvekstsenter Avd skole,48,4.8,12,0,0,49,5.8,11,0,8.3,47,5,11,0,8.3
4,I,50,5007,974565099,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Statland skole,,,,0,0,,,,0,0,,,,0,
4,I,50,5007,975279618,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Sørenget oppvekstsenter Avd skole,45,6.4,10,0,0,46,5.1,10,0,0,47,4.9,10,0,0
4,I,50,5007,979646410,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Vestbyen skole,55,3.2,29,14.3,2.9,52,2.6,31,,,51,2.9,29,17.1,
3,I,50,5044,5044,Hele landet,Trøndelag - Trööndelage,Namsskogan,Namsskogan,49,3.7,10,0,0,45,4.6,10,0,0,42,4.1,10,0,0
4,I,50,5044,975269213,Hele landet,Trøndelag - Trööndelage,Namsskogan,Namsskogan skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5044,975269205,Hele landet,Trøndelag - Trööndelage,Namsskogan,Trones skole,,,,0,0,,,,0,0,,,,0,0
3,I,50,5060,5060,Hele landet,Trøndelag - Trööndelage,Nærøysund,Nærøysund,48,2,107,10.7,0.8,48,1.8,108,9.9,0.8,45,1.7,108,9.1,1.7
4,I,50,5060,975289877,Hele landet,Trøndelag - Trööndelage,Nærøysund,Austafjord oppvekstsenter Avdeling skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5060,975269043,Hele landet,Trøndelag - Trööndelage,Nærøysund,Foldereid oppvekstsenter Avd skole,,,,,,,,,,,,,,,
4,I,50,5060,975268969,Hele landet,Trøndelag - Trööndelage,Nærøysund,Kolvereid skole,51,4.6,27,15.2,3,46,3.6,27,15.2,3,42,3.7,27,,
4,I,50,5060,975269027,Hele landet,Trøndelag - Trööndelage,Nærøysund,Nærøysundet skole,48,4.5,18,0,0,54,3.3,18,0,0,49,3.3,18,0,0
4,I,50,5060,974040514,Hele landet,Trøndelag - Trööndelage,Nærøysund,Rørvik skole,48,2.6,51,,,47,2.6,50,,,46,2.5,50,,
4,I,50,5060,974139790,Hele landet,Trøndelag - Trööndelage,Nærøysund,Val Skoler AS,,,,,,,,,,,,,,,
3,I,50,5021,5021,Hele landet,Trøndelag - Trööndelage,Oppdal,Oppdal,50,2.3,88,,,50,2.1,85,,,50,1.9,89,0,5.3
4,I,50,5021,974025906,Hele landet,Trøndelag - Trööndelage,Oppdal,Aune barneskole,,,,0,7.6,50,2.4,60,0,9.1,,,,0,7.6
4,I,50,5021,975282651,Hele landet,Trøndelag - Trööndelage,Oppdal,Drivdalen skole,49,5.6,12,,0,,,,,16.7,45,4.4,12,0,0
4,I,50,5021,875282662,Hele landet,Trøndelag - Trööndelage,Oppdal,Midtbygda skole,52,6.4,13,,0,53,5.9,13,,0,54,4.5,13,0,0
4,I,50,5021,981607228,Hele landet,Trøndelag - Trööndelage,Oppdal,Vollan skole,,,,,,,,,,,,,,0,0
3,I,50,5059,5059,Hele landet,Trøndelag - Trööndelage,Orkland,Orkland,48,1.4,172,9.8,1,48,1.3,171,10.4,1,49,1.3,177,8.3,
4,I,50,5059,974588404,Hele landet,Trøndelag - Trööndelage,Orkland,Evjen skole,52,5,16,0,0,51,4.2,16,0,0,49,3.8,16,0,0
4,I,50,5059,974588412,Hele landet,Trøndelag - Trööndelage,Orkland,Gjølme skole,45,4.3,15,,,48,4.4,15,,,44,5.1,15,,
4,I,50,5059,974588390,Hele landet,Trøndelag - Trööndelage,Orkland,Grøtte skole,47,2.9,40,10.9,2.2,48,3,40,10.9,2.2,46,2.8,43,,
4,I,50,5059,975282430,Hele landet,Trøndelag - Trööndelage,Orkland,Lensvik skole,44,5.5,14,0,,50,4.5,14,0,,47,3.4,14,0,0
4,I,50,5059,975282449,Hele landet,Trøndelag - Trööndelage,Orkland,Lysheim skole,,,,0,,,,,0,,,,,0,
4,I,50,5059,995332779,Hele landet,Trøndelag - Trööndelage,Orkland,Løkken Verk montessoriskole SA,,,,,,,,,,,,,,,
4,I,50,5059,911572907,Hele landet,Trøndelag - Trööndelage,Orkland,Meldal barne- og ungdomsskole,48,3.5,23,,,49,4,23,,,48,3.4,24,,
4,I,50,5059,974588439,Hele landet,Trøndelag - Trööndelage,Orkland,Orkanger barneskole,53,2.9,33,,,48,2.9,32,13.5,,56,2.1,34,,
4,I,50,5059,975279154,Hele landet,Trøndelag - Trööndelage,Orkland,Aa skole,,,,,,,,,,,,,,,
4,I,50,5059,974588420,Hele landet,Trøndelag - Trööndelage,Orkland,Årlivoll skole,44,2.3,20,20,0,47,3.4,20,20,0,48,2.7,20,20,
3,I,50,5020,5020,Hele landet,Trøndelag - Trööndelage,Osen,Osen,,,,,,,,,,,,,,,
4,I,50,5020,975282597,Hele landet,Trøndelag - Trööndelage,Osen,Strand barne- og ungdomsskole,,,,,,,,,,,,,,,
3,I,50,5047,5047,Hele landet,Trøndelag - Trööndelage,Overhalla,Overhalla,47,2.4,49,,,45,2.7,48,,,47,2.4,49,,
4,I,50,5047,975269140,Hele landet,Trøndelag - Trööndelage,Overhalla,Hunn skole,,,,,,,,,,,,,,,
4,I,50,5047,975269124,Hele landet,Trøndelag - Trööndelage,Overhalla,Overhalla barne- og ungdomsskole,,,,,,,,,0,7.4,,,,,
4,I,50,5047,911772515,Hele landet,Trøndelag - Trööndelage,Overhalla,Overhalla montessorieskole SA,,,,,,,,,,,,,,,
3,I,50,5022,5022,Hele landet,Trøndelag - Trööndelage,Rennebu,Rennebu,50,4.9,14,,,48,5,15,,,49,4.5,16,,
4,I,50,5022,975282686,Hele landet,Trøndelag - Trööndelage,Rennebu,Rennebu barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,50,5022,918511377,Hele landet,Trøndelag - Trööndelage,Rennebu,Voll skole AS,,,,,,,,,,,,,,,
3,I,50,5061,5061,Hele landet,Trøndelag - Trööndelage,Rindal ,Rindal ,44,3.4,23,,,46,3.5,24,,,42,4.2,23,0,8
4,I,50,5061,975288927,Hele landet,Trøndelag - Trööndelage,Rindal,Rindal skole,44,3.4,23,,,46,3.5,24,,,42,4.2,23,0,8
3,I,50,5025,5025,Hele landet,Trøndelag - Trööndelage,Røros,Røros,51,2.5,47,,,49,2.4,47,,,50,2.2,48,,
4,I,50,5025,975282759,Hele landet,Trøndelag - Trööndelage,Røros,Brekken skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5025,975282767,Hele landet,Trøndelag - Trööndelage,Røros,Glåmos skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5025,975282775,Hele landet,Trøndelag - Trööndelage,Røros,Røros skole,51,2.9,37,,,48,2.8,37,,,49,2.5,38,,
3,I,50,5043,5043,Hele landet,Trøndelag - Trööndelage,Raarvihke - Røyrvik,Raarvihke - Røyrvik,,,,,,,,,,,,,,,
4,I,50,5043,974620227,Hele landet,Trøndelag - Trööndelage,Raarvihke - Røyrvik,Røyrvik oppvekstsenter Avdeling skole,,,,,,,,,,,,,,,
3,I,50,5032,5032,Hele landet,Trøndelag - Trööndelage,Selbu,Selbu,47,2.7,29,,,48,3.2,29,,,50,3.3,28,,
4,I,50,5032,975282899,Hele landet,Trøndelag - Trööndelage,Selbu,Bell skole,,,,,,,,,,,,,,,
4,I,50,5032,975294617,Hele landet,Trøndelag - Trööndelage,Selbu,Selbustrand skole,,,,,,,,,,,,,,,
3,I,50,5029,5029,Hele landet,Trøndelag - Trööndelage,Skaun,Skaun,48,1.6,133,10.6,1.3,47,1.6,133,11.3,0.7,47,1.4,131,9.3,4
4,I,50,5029,974563215,Hele landet,Trøndelag - Trööndelage,Skaun,Buvik skole,47,2.3,61,7.6,,47,2.3,60,7.6,1.5,47,2.3,62,,
4,I,50,5029,974563223,Hele landet,Trøndelag - Trööndelage,Skaun,Børsa skole,51,3,34,,,49,3.2,33,,,48,2.3,32,18.6,7
4,I,50,5029,974563231,Hele landet,Trøndelag - Trööndelage,Skaun,Jåren-Råbygda oppvekstsenter Avd skole,,,,0,,,,,0,0,,,,0,42.9
4,I,50,5029,874563242,Hele landet,Trøndelag - Trööndelage,Skaun,Venn oppvekstsenter Avd skole,,,,,,,,,,,,,,,
4,I,50,5029,974563258,Hele landet,Trøndelag - Trööndelage,Skaun,Viggja oppvekstsenter Avdeling skole,47,4,12,0,,,,,0,0,,,,0,0
3,I,50,5041,5041,Hele landet,Trøndelag - Trööndelage,Snåase - Snåsa,Snåase - Snåsa,49,3.7,22,,,49,4,22,,,50,3.1,21,,
4,I,50,5041,989337823,Hele landet,Trøndelag - Trööndelage,Snåase - Snåsa,Snåsa montessoriskole SA,,,,,,,,,,,,,,,
4,I,50,5041,975289508,Hele landet,Trøndelag - Trööndelage,Snåase - Snåsa,Snåsa skole,48,4.6,16,,,47,4.8,16,,,50,3.8,15,,
4,I,50,5041,974620081,Hele landet,Trøndelag - Trööndelage,Snåase - Snåsa,Åarjel-Saemiej Skuvle,,,,0,0,,,,0,0,,,,0,0
3,I,50,5006,5006,Hele landet,Trøndelag - Trööndelage,Steinkjer,Steinkjer,48,1.1,234,9.2,1.1,49,1.1,233,9.2,1.5,48,1.2,238,7.7,1.1
4,I,50,5006,975268829,Hele landet,Trøndelag - Trööndelage,Steinkjer,Beitstad skole,45,3.1,19,0,0,47,2.5,19,0,0,45,4.1,19,0,0
4,I,50,5006,975268853,Hele landet,Trøndelag - Trööndelage,Steinkjer,Binde skole,,,,,,,,,,,,,,,
4,I,50,5006,975268896,Hele landet,Trøndelag - Trööndelage,Steinkjer,Byafossen skole,47,5.1,11,0,0,48,5.8,11,0,0,47,5,11,0,0
4,I,50,5006,975290107,Hele landet,Trøndelag - Trööndelage,Steinkjer,Egge barneskole,48,2.1,55,,,51,2.1,55,,,52,2.4,54,,
4,I,50,5006,975279200,Hele landet,Trøndelag - Trööndelage,Steinkjer,Folla skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5006,975268888,Hele landet,Trøndelag - Trööndelage,Steinkjer,Henning skole,,,,,,,,,,,,,,,
4,I,50,5006,975268810,Hele landet,Trøndelag - Trööndelage,Steinkjer,Kvam skole,50,4,15,,,47,2.9,16,0,0,46,4.1,16,0,0
4,I,50,5006,875294962,Hele landet,Trøndelag - Trööndelage,Steinkjer,Lø skole,53,3.9,23,0,0,52,3.7,23,0,0,52,3.1,23,0,0
4,I,50,5006,975279170,Hele landet,Trøndelag - Trööndelage,Steinkjer,Malm skole,50,4.5,11,,,49,3.7,11,,,46,4,13,0,0
4,I,50,5006,975268934,Hele landet,Trøndelag - Trööndelage,Steinkjer,Mære skole,49,3.5,32,,,48,2.8,31,,,50,3,32,,
4,I,50,5006,875268872,Hele landet,Trøndelag - Trööndelage,Steinkjer,Ogndal skole,,,,0,25,,,,0,0,,,,0,0
4,I,50,5006,986967257,Hele landet,Trøndelag - Trööndelage,Steinkjer,Steinkjer montessoriskole,,,,,,,,,,,,,,,
4,I,50,5006,975268802,Hele landet,Trøndelag - Trööndelage,Steinkjer,Steinkjer skole,48,2.5,37,22,4,46,3,35,24,6,45,3.2,38,18,6
3,I,50,5035,5035,Hele landet,Trøndelag - Trööndelage,Stjørdal,Stjørdal,50,1.1,299,4.3,4.9,48,1,299,5.2,4,48,1,298,4.3,5.2
4,I,50,5035,975279529,Hele landet,Trøndelag - Trööndelage,Stjørdal,Elvran skole,,,,,,,,,,,,,,,
4,I,50,5035,997271041,Hele landet,Trøndelag - Trööndelage,Stjørdal,Fagerhaug International School AS,62,4.4,14,,,47,4.3,13,,,45,6,15,0,0
4,I,50,5035,983451039,Hele landet,Trøndelag - Trööndelage,Stjørdal,Fagerhaug Kristne skole SA,,,,,,,,,,,,,,,
4,I,50,5035,920003591,Hele landet,Trøndelag - Trööndelage,Stjørdal,Flora montessoriskole SA,,,,0,0,,,,0,0,,,,0,0
4,I,50,5035,975279502,Hele landet,Trøndelag - Trööndelage,Stjørdal,Forradal oppvekstsenter skole,,,,0,,,,,0,,,,,0,0
4,I,50,5035,979950403,Hele landet,Trøndelag - Trööndelage,Stjørdal,Fosslia skole,48,2.4,63,0,7.4,48,2.1,62,0,8.8,49,2.1,62,,
4,I,50,5035,975279499,Hele landet,Trøndelag - Trööndelage,Stjørdal,Halsen barneskole,52,2.3,65,7.1,,47,2.1,63,10,,47,2,63,,
4,I,50,5035,975279553,Hele landet,Trøndelag - Trööndelage,Stjørdal,Haraldreina skole,50,6.5,13,,,43,2.9,13,,,45,4.4,14,0,0
4,I,50,5035,975279561,Hele landet,Trøndelag - Trööndelage,Stjørdal,Hegra barneskole,54,2.6,19,,,53,2.8,19,,,48,2.6,19,,
4,I,50,5035,975290085,Hele landet,Trøndelag - Trööndelage,Stjørdal,Kvislabakken skole,52,4.3,23,0,0,51,3.8,22,0,4.3,51,4.5,23,0,0
4,I,50,5035,975279545,Hele landet,Trøndelag - Trööndelage,Stjørdal,Lånke skole,48,2.7,39,0,2.5,48,2.8,40,0,0,47,2.4,39,,
4,I,50,5035,975289451,Hele landet,Trøndelag - Trööndelage,Stjørdal,Skatval skole,44,3.1,29,0,21.6,49,2.9,32,0,13.5,48,3.4,30,0,18.9
4,I,50,5035,975279537,Hele landet,Trøndelag - Trööndelage,Stjørdal,Skjelstadmark oppvekstsenter skole,42,4,15,,,46,4.3,16,,,46,4.2,14,,
3,I,50,5001,5001,Hele landet,Trøndelag - Trööndelage,Trondheim,Trondheim,51,0.4,2 123,5.2,1.9,50,0.4,2 122,5,1.9,50,0.4,2 129,4.8,1.9
4,I,50,5001,976207815,Hele landet,Trøndelag - Trööndelage,Trondheim,Adventkirken skole Nidelven,,,,,,,,,,,,,,,
4,I,50,5001,975278964,Hele landet,Trøndelag - Trööndelage,Trondheim,Berg skole,48,2.8,40,0,11.1,49,2.6,40,0,11.1,46,3.1,38,0,15.6
4,I,50,5001,973358502,Hele landet,Trøndelag - Trööndelage,Trondheim,Birralee International School Trondheim AS Avd skole,61,3.2,22,,,47,4.8,16,32,4,51,6,16,32,4
4,I,50,5001,975278867,Hele landet,Trøndelag - Trööndelage,Trondheim,Bispehaugen skole,54,3.2,27,18.2,,54,3.4,26,21.2,,55,3.6,26,21.2,
4,I,50,5001,975278883,Hele landet,Trøndelag - Trööndelage,Trondheim,Bratsberg skole,54,5.2,14,,,47,3.5,15,,,47,3.8,16,,
4,I,50,5001,975278956,Hele landet,Trøndelag - Trööndelage,Trondheim,Breidablikk skole,51,2.9,42,11.8,5.9,50,2.6,42,11.8,5.9,47,2.6,43,11.8,3.9
4,I,50,5001,975292886,Hele landet,Trøndelag - Trööndelage,Trondheim,Brundalen skole,50,2.3,59,,,50,2.1,59,,,46,2.5,59,,
4,I,50,5001,975278840,Hele landet,Trøndelag - Trööndelage,Trondheim,Byåsen skole,49,2.1,88,,,52,1.5,88,,,50,1.8,88,,
4,I,50,5001,975278891,Hele landet,Trøndelag - Trööndelage,Trondheim,Charlottenlund barneskole,52,1.9,89,0,0,53,2,89,0,0,52,2.1,89,0,0
4,I,50,5001,976677218,Hele landet,Trøndelag - Trööndelage,Trondheim,Dalgård skole og ressurssenter,50,1.9,74,6.1,3.7,50,1.8,74,6.1,3.7,50,2.2,77,6.1,
4,I,50,5001,979195052,Hele landet,Trøndelag - Trööndelage,Trondheim,Eberg skole,51,2.7,56,0,1.8,50,2.8,56,0,1.8,53,2.3,57,0,0
4,I,50,5001,975299171,Hele landet,Trøndelag - Trööndelage,Trondheim,Flatåsen skole,50,2,87,5.3,2.1,48,1.8,89,5.3,,48,1.8,89,,
4,I,50,5001,975289796,Hele landet,Trøndelag - Trööndelage,Trondheim,Hallset skole,53,2.2,69,7.8,2.6,51,1.8,70,6.5,2.6,55,2.1,66,7.8,6.5
4,I,50,5001,921181183,Hele landet,Trøndelag - Trööndelage,Trondheim,Huseby barneskole Ac Møller - tegnspråksenter,52,2.5,63,15,6.3,48,2.1,65,12.5,6.3,47,2.3,70,8.8,3.8
4,I,50,5001,979195346,Hele landet,Trøndelag - Trööndelage,Trondheim,Hårstad skole,49,2.8,40,,,49,2.7,41,,,50,2.6,39,,
4,I,50,5001,975278905,Hele landet,Trøndelag - Trööndelage,Trondheim,Ila skole,56,2.6,55,8.1,3.2,53,2.4,55,,,58,2.7,53,8.2,4.9
4,I,50,5001,916594550,Hele landet,Trøndelag - Trööndelage,Trondheim,Jakobsli skole,49,3.4,24,,,49,3.7,24,,,50,3.8,24,,
4,I,50,5001,875299492,Hele landet,Trøndelag - Trööndelage,Trondheim,Kattem skole,47,3.1,29,,,41,3,28,,,41,3.3,29,,
4,I,50,5001,975278921,Hele landet,Trøndelag - Trööndelage,Trondheim,Lade skole,48,2.3,65,8.5,,47,2.1,65,7,1.4,47,2.1,66,7,
4,I,50,5001,975278859,Hele landet,Trøndelag - Trööndelage,Trondheim,Lilleby skole,48,3.7,27,15.6,0,47,3,27,15.6,0,44,3.6,28,,
4,I,50,5001,975289443,Hele landet,Trøndelag - Trööndelage,Trondheim,Nardo skole,47,2.4,63,0,3.1,50,2.4,65,0,0,51,2.3,61,0,6.2
4,I,50,5001,875278932,Hele landet,Trøndelag - Trööndelage,Trondheim,Nidarvoll skole,52,2.2,68,,,51,2.2,68,6.8,,49,2.4,70,,
4,I,50,5001,975278948,Hele landet,Trøndelag - Trööndelage,Trondheim,Nyborg skole,50,5.1,20,,,50,3.3,21,,,49,3.6,22,,
4,I,50,5001,975278972,Hele landet,Trøndelag - Trööndelage,Trondheim,Nypvang skole,48,4,27,0,0,46,2.8,27,0,0,45,3.3,25,,
4,I,50,5001,979195192,Hele landet,Trøndelag - Trööndelage,Trondheim,Okstad skole,49,4.5,21,,,51,2.5,21,,,50,3.6,21,,
4,I,50,5001,975278980,Hele landet,Trøndelag - Trööndelage,Trondheim,Ranheim skole,51,2.3,73,6.4,,50,2,72,0,7.7,54,1.8,74,0,5.1
4,I,50,5001,975267806,Hele landet,Trøndelag - Trööndelage,Trondheim,Romolslia skole,55,3.8,26,,,54,3.5,26,,,56,2.9,25,,
4,I,50,5001,975300102,Hele landet,Trøndelag - Trööndelage,Trondheim,Rosten skole,53,3.2,23,0,0,48,3.8,23,0,0,48,2.4,23,0,0
4,I,50,5001,975278999,Hele landet,Trøndelag - Trööndelage,Trondheim,Rye skole,54,3.8,16,,,53,3.9,16,,,56,3.8,16,,
4,I,50,5001,976677269,Hele landet,Trøndelag - Trööndelage,Trondheim,Singsaker skole,53,2.8,51,,,56,2.8,52,,,54,2.4,52,,
4,I,50,5001,875290142,Hele landet,Trøndelag - Trööndelage,Trondheim,Sjetne skole,48,2.8,35,0,0,46,2.7,35,0,0,47,3.4,35,0,0
4,I,50,5001,975279006,Hele landet,Trøndelag - Trööndelage,Trondheim,Solbakken skole,53,4.5,12,0,0,54,3.9,12,0,,61,4.7,12,0,0
4,I,50,5001,975279081,Hele landet,Trøndelag - Trööndelage,Trondheim,Spongdal skole,46,3.7,13,0,0,43,3.2,13,0,0,45,3.2,13,0,0
4,I,50,5001,975298582,Hele landet,Trøndelag - Trööndelage,Trondheim,Stabbursmoen skole,48,2.9,39,,,50,2.4,39,,,49,2.8,40,,
4,I,50,5001,975324761,Hele landet,Trøndelag - Trööndelage,Trondheim,Stavset skole,51,3.2,36,,,51,2.8,36,,,49,2.5,36,,
4,I,50,5001,975297519,Hele landet,Trøndelag - Trööndelage,Trondheim,Steindal skole,50,3.2,50,,,47,2.6,50,,,47,2.7,52,,
4,I,50,5001,974127016,Hele landet,Trøndelag - Trööndelage,Trondheim,Steinerskolen i Trondheim Grunnskole,44,4,22,0,8.3,49,4.2,20,0,16.7,43,3.4,21,0,12.5
4,I,50,5001,982196574,Hele landet,Trøndelag - Trööndelage,Trondheim,Steinerskolen på Rotvoll,47,5.2,19,,,51,3.9,19,,,46,4.9,19,,
4,I,50,5001,986859659,Hele landet,Trøndelag - Trööndelage,Trondheim,Stiftelsen Trondheim International School,63,3.4,20,,,51,3.3,20,,,49,3.9,20,,
4,I,50,5001,982722861,Hele landet,Trøndelag - Trööndelage,Trondheim,Stiftelsen Trondheim Kristne Grunnskole. tomasskolen,51,4.1,12,0,0,47,4,12,0,0,46,6.1,11,0,8.3
4,I,50,5001,975279014,Hele landet,Trøndelag - Trööndelage,Trondheim,Strindheim skole,51,2.4,67,,,51,2.3,65,6.9,2.8,51,2.4,66,6.9,1.4
4,I,50,5001,975298515,Hele landet,Trøndelag - Trööndelage,Trondheim,Sørborgen skole,50,2.8,53,0,0,47,2.3,53,0,0,49,2.4,52,0,1.9
4,I,50,5001,975300072,Hele landet,Trøndelag - Trööndelage,Trondheim,Tanem skole,54,3.2,35,0,0,53,2.7,31,0,0,50,2.7,35,0,0
4,I,50,5001,975298736,Hele landet,Trøndelag - Trööndelage,Trondheim,Tonstad skole,47,2.7,51,,,48,2.2,51,,,42,3,51,,
4,I,50,5001,916677375,Hele landet,Trøndelag - Trööndelage,Trondheim,Trondheim Montessori,,,,,,,,,,,,,,,
4,I,50,5001,975294595,Hele landet,Trøndelag - Trööndelage,Trondheim,Utleira skole,49,2.2,66,7,,48,2.1,66,7,,51,1.9,64,7.2,
4,I,50,5001,975327043,Hele landet,Trøndelag - Trööndelage,Trondheim,Vikåsen skole,52,2.5,45,,,50,2.2,47,,,51,2.6,47,,
4,I,50,5001,975279022,Hele landet,Trøndelag - Trööndelage,Trondheim,Åsheim barneskole,55,2.5,46,,,53,2.3,46,,,53,2.2,46,,
4,I,50,5001,975278875,Hele landet,Trøndelag - Trööndelage,Trondheim,Åsvang skole,50,2.5,58,0,6.5,53,2,60,0,3.2,49,2,60,0,3.2
4,I,50,5001,975279030,Hele landet,Trøndelag - Trööndelage,Trondheim,Åsveien skole og ressurssenter,51,2.2,83,,,55,1.9,83,,,53,2,83,,
3,I,50,5033,5033,Hele landet,Trøndelag - Trööndelage,Tydal,Tydal,,,,0,,,,,0,,,,,0,
4,I,50,5033,974550016,Hele landet,Trøndelag - Trööndelage,Tydal,Tydal barne- og ungdomsskole,,,,0,,,,,0,,,,,0,
3,I,50,5038,5038,Hele landet,Trøndelag - Trööndelage,Verdal,Verdal,47,1.4,155,4.1,4.1,47,1.3,155,4.1,4.1,47,1.5,155,3.6,4.7
4,I,50,5038,975279324,Hele landet,Trøndelag - Trööndelage,Verdal,Garnes skole,,,,,,,,,,,,,,,
4,I,50,5038,918526560,Hele landet,Trøndelag - Trööndelage,Verdal,Helgådal Montessori SA,,,,,0,,,,,,,,,,
4,I,50,5038,975279308,Hele landet,Trøndelag - Trööndelage,Verdal,Leksdal skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5038,975279332,Hele landet,Trøndelag - Trööndelage,Verdal,Stiklestad skole,48,3.3,29,,,47,2.6,29,,,48,3,30,,
4,I,50,5038,975279235,Hele landet,Trøndelag - Trööndelage,Verdal,Verdalsøra barneskole,43,2.1,45,,,44,2.3,44,,,41,2.2,44,,
