EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
4,I,30,3014,974543850,Hele landet,Viken,Indre Østfold,Askimbyen skole,52,2.8,40,,,52,3,40,,,52,3,41,,
4,I,30,3014,974602369,Hele landet,Viken,Indre Østfold,Båstad skole,52,6,20,0,0,50,5.7,20,0,0,49,4.3,20,0,0
4,I,30,3014,975289095,Hele landet,Viken,Indre Østfold,Grøtvedt skole,50,2.9,39,0,4.9,47,2.7,40,0,2.4,47,3.3,40,0,2.4
4,I,30,3014,974602385,Hele landet,Viken,Indre Østfold,Havnås oppvekstsenter Avd skole,,,,,,,,,,,,,,,
4,I,30,3014,975280578,Hele landet,Viken,Indre Østfold,Hovin skole,50,2.9,41,16,2,47,2.3,41,16,2,48,2.2,40,14,6
4,I,30,3014,973589776,Hele landet,Viken,Indre Østfold,Hærland skole,,,,,,,,,,,,,,,
4,I,30,3014,974577682,Hele landet,Viken,Indre Østfold,Kirkefjerdingen skole,45,5.4,13,0,0,52,4.7,13,0,0,52,3.9,13,0,0
4,I,30,3014,974631857,Hele landet,Viken,Indre Østfold,Knapstad barne- og ungdomsskole,47,4,22,0,0,44,3.6,21,0,4.5,43,3.9,22,0,0
4,I,30,3014,975280608,Hele landet,Viken,Indre Østfold,Korsgård skole,52,2.2,46,,,51,2.3,46,,,49,2.7,46,,
4,I,30,3014,975280624,Hele landet,Viken,Indre Østfold,Moen skole,55,3,34,,,52,2.7,34,,,55,2.3,34,,
4,I,30,3014,974577690,Hele landet,Viken,Indre Østfold,Mysen skole,51,2.3,70,6.3,5.1,47,2.2,70,8.9,2.5,47,2.4,70,7.6,3.8
4,I,30,3014,979826311,Hele landet,Viken,Indre Østfold,Ringvoll skole,51,3.5,15,,,48,3.4,15,,,46,4,15,0,16.7
4,I,30,3014,975280632,Hele landet,Viken,Indre Østfold,Rom skole,47,3.3,36,0,0,49,2.8,36,0,0,52,2.8,36,0,0
4,I,30,3014,974602377,Hele landet,Viken,Indre Østfold,Skjønhaug skole,52,2.6,37,0,2.6,50,2.5,38,0,0,46,2.7,37,0,2.6
4,I,30,3014,975280586,Hele landet,Viken,Indre Østfold,Spydeberg skole,51,5,22,,,55,3.9,22,,,53,4.5,22,0,4.3
4,I,30,3014,971638982,Hele landet,Viken,Indre Østfold,Stiftelsen steinerskolen i Indre Østfold,,,,0,,,,,,,,,,,
4,I,30,3014,974577704,Hele landet,Viken,Indre Østfold,Tenor skole,53,5.7,11,0,0,50,5.2,11,0,0,52,4.5,11,0,0
4,I,30,3014,974631873,Hele landet,Viken,Indre Østfold,Tomter skole,51,3,33,,,51,3.1,32,,,56,2.7,33,,
4,I,30,3014,974577712,Hele landet,Viken,Indre Østfold,Trømborg skole,48,4.7,17,0,0,49,5.1,17,0,0,49,4.8,17,0,0
3,I,30,3053,3053,Hele landet,Viken,Jevnaker,Jevnaker,52,2.2,76,,,52,2.2,77,,,50,2.3,77,,
4,I,30,3053,974595974,Hele landet,Viken,Jevnaker,Bergerbakken skole,50,3.3,37,0,7.5,51,3.2,38,0,5,46,2.9,39,,
4,I,30,3053,975267571,Hele landet,Viken,Jevnaker,Toso skole,53,2.9,39,,,53,3,39,,,54,3.1,38,,
3,I,30,3006,3006,Hele landet,Viken,Kongsberg,Kongsberg,51,1.1,296,4.8,0.3,50,1,297,4.8,,52,1.1,300,3.8,
4,I,30,3006,975284700,Hele landet,Viken,Kongsberg,Efteløt skole,44,3.3,11,0,0,46,4.3,11,0,,42,4.3,11,0,0
4,I,30,3006,975300099,Hele landet,Viken,Kongsberg,Gamlegrendåsen skole,51,2.4,62,8.8,,50,2.2,63,7.4,,55,2.4,64,,
4,I,30,3006,975284719,Hele landet,Viken,Kongsberg,Hvittingfoss barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,30,3006,975284662,Hele landet,Viken,Kongsberg,Jondalen skole,,,,0,,,,,0,,,,,0,
4,I,30,3006,975284654,Hele landet,Viken,Kongsberg,Kongsgårdmoen skole,47,3.3,42,,,46,3,42,,,48,3,41,,
4,I,30,3006,982164486,Hele landet,Viken,Kongsberg,Madsebakken skole,53,3,36,0,0,54,3,36,0,0,56,2.8,36,0,0
4,I,30,3006,975288862,Hele landet,Viken,Kongsberg,Raumyr skole,50,2.9,41,,,52,2.7,44,,,53,2.9,43,,
4,I,30,3006,975267652,Hele landet,Viken,Kongsberg,Skavanger skole,52,2.7,31,,,50,2.9,31,,,52,2.9,32,,
4,I,30,3006,886086202,Hele landet,Viken,Kongsberg,Stiftelsen Kongsberg International School,64,3.2,20,0,,52,3.3,17,,,51,3.6,20,0,
4,I,30,3006,975284697,Hele landet,Viken,Kongsberg,Wennersborg skole,54,3,32,0,0,50,3.2,32,0,0,48,3.2,32,0,0
3,I,30,3046,3046,Hele landet,Viken,Krødsherad,Krødsherad,54,4.4,20,,,56,4.6,20,,,54,3.8,19,,
4,I,30,3046,974608227,Hele landet,Viken,Krødsherad,Krøderen skole,55,5.8,10,,,56,6.1,10,,,,,,,
4,I,30,3046,974608235,Hele landet,Viken,Krødsherad,Noresund skole,54,6.8,10,0,0,57,7.1,10,0,0,,,,0,0
3,I,30,3049,3049,Hele landet,Viken,Lier,Lier,51,1,332,5.3,1.7,50,1,336,5.6,0.3,51,1.1,338,4.8,0.6
4,I,30,3049,974545977,Hele landet,Viken,Lier,Egge skole,48,4.3,15,,,47,3.4,15,,,44,3.1,17,,
4,I,30,3049,974545993,Hele landet,Viken,Lier,Gullaug skole,54,3.2,34,,,54,3.3,34,,,54,2.9,33,,
4,I,30,3049,974546000,Hele landet,Viken,Lier,Hallingstad skole,52,3.3,32,,,49,3.6,32,,,50,3.8,32,,
4,I,30,3049,974546019,Hele landet,Viken,Lier,Hegg skole,50,2.3,60,,,49,2.5,63,,,49,2.3,64,,
4,I,30,3049,974546027,Hele landet,Viken,Lier,Heia skole,50,3.4,28,,,47,2.7,28,,,47,3,28,,
4,I,30,3049,875299832,Hele landet,Viken,Lier,Hennummarka skole,53,2.8,37,,,52,3.2,37,,,56,2.8,37,,
4,I,30,3049,974546035,Hele landet,Viken,Lier,Høvik skole,51,2.1,88,6.4,,51,1.7,87,7.4,,52,2.3,88,6.4,
4,I,30,3049,974546051,Hele landet,Viken,Lier,Nordal skole,,,,0,,,,,0,,,,,0,
4,I,30,3049,874546062,Hele landet,Viken,Lier,Oddevall skole,,,,,,,,,,,,,,,
4,I,30,3049,974546086,Hele landet,Viken,Lier,Sylling skole,47,4.6,19,,,46,3.1,21,,,46,4.8,20,,
3,I,30,3030,3030,Hele landet,Viken,Lillestrøm,Lillestrøm,52,0.6,1 061,6.6,1.5,50,0.5,1 065,6.9,0.8,50,0.6,1 073,5.9,1.1
4,I,30,3030,973608894,Hele landet,Viken,Lillestrøm,Asak skole,55,5,19,,,49,4.6,18,,,49,4.1,19,,
4,I,30,3030,875272772,Hele landet,Viken,Lillestrøm,Blaker skole,51,3.1,34,0,0,49,2.6,34,0,0,48,2.6,33,0,2.9
4,I,30,3030,879909252,Hele landet,Viken,Lillestrøm,Brånås skole,55,2.7,37,0,0,50,2.8,37,0,0,55,2.4,37,0,0
4,I,30,3030,975272702,Hele landet,Viken,Lillestrøm,Dalen skole,53,3.4,24,,,50,3.2,24,,,56,3.1,24,,
4,I,30,3030,916871422,Hele landet,Viken,Lillestrøm,Frogner skole,51,1.9,79,7,1.2,50,2.1,79,7,1.2,50,1.9,78,8.1,1.2
4,I,30,3030,974555700,Hele landet,Viken,Lillestrøm,Frydenlund skole og ressurssenter,,,0,,,,,0,,,,,0,,
4,I,30,3030,975318303,Hele landet,Viken,Lillestrøm,Garderåsen skole,52,3.2,41,,,51,2.3,41,,,52,2.7,43,,
4,I,30,3030,974555808,Hele landet,Viken,Lillestrøm,Gjellerås skole,52,1.9,75,,,48,2,75,,,48,1.9,76,,
4,I,30,3030,975272699,Hele landet,Viken,Lillestrøm,Hovinhøgda skole,52,2.7,40,,,51,2.8,40,,,51,2.5,41,,
4,I,30,3030,994736000,Hele landet,Viken,Lillestrøm,Kjeller skole,50,2.2,65,8.3,1.4,51,2,65,6.9,2.8,50,2.3,67,,
4,I,30,3030,973556932,Hele landet,Viken,Lillestrøm,Oks grunnskole,,,,,,,,,,,,,,,
4,I,30,3030,975272710,Hele landet,Viken,Lillestrøm,Riddersand skole,52,2,49,,,50,2.2,51,,,50,2.2,53,,
4,I,30,3030,820386272,Hele landet,Viken,Lillestrøm,Romerike steinerskole AS,,,,0,0,,,,0,0,,,,0,25
4,I,30,3030,873608862,Hele landet,Viken,Lillestrøm,Sagdalen skole,52,1.9,105,7.9,,48,1.7,105,7.9,,48,1.9,105,7,0.9
4,I,30,3030,973608878,Hele landet,Viken,Lillestrøm,Skjetten skole,51,2,90,0,0,52,2,87,,,49,2.1,86,,
4,I,30,3030,973608886,Hele landet,Viken,Lillestrøm,Sten-Tærud skole,54,3.3,29,,,50,3.4,30,,,51,3.2,29,,
4,I,30,3030,975272753,Hele landet,Viken,Lillestrøm,Sørum skole,51,3.4,23,0,4.2,51,3.6,24,0,0,45,2.9,24,0,0
4,I,30,3030,975272745,Hele landet,Viken,Lillestrøm,Sørumsand skole,52,2.8,60,9,1.5,51,2,61,9,,50,2.5,62,,
4,I,30,3030,975272788,Hele landet,Viken,Lillestrøm,Vesterskaun skole,52,2.8,35,,,52,2.5,37,,,52,3.1,38,,
4,I,30,3030,973609033,Hele landet,Viken,Lillestrøm,Vigernes skole,55,1.6,95,,,52,1.9,93,6.1,,53,2,95,,
4,I,30,3030,973609041,Hele landet,Viken,Lillestrøm,Volla skole,50,2.8,51,,,50,2.5,52,,,49,2.9,52,,
4,I,30,3030,973608908,Hele landet,Viken,Lillestrøm,Åsenhagen skole,50,2.1,86,6.3,3.2,50,1.8,88,6.3,1.1,48,1.9,88,6.3,1.1
3,I,30,3054,3054,Hele landet,Viken,Lunner,Lunner,49,2.2,80,,,46,2,80,,,49,2.1,82,,
4,I,30,3054,975273962,Hele landet,Viken,Lunner,Grua skole,53,4.8,20,,,48,3.2,19,,,53,4.3,20,,
4,I,30,3054,975273954,Hele landet,Viken,Lunner,Harestua skole,49,3.2,34,0,0,47,3,34,0,0,50,2.9,33,,
4,I,30,3054,989571249,Hele landet,Viken,Lunner,Lunner barneskole,46,3.5,26,0,25.7,43,3.7,27,0,22.9,44,3.3,29,0,17.1
3,I,30,3029,3029,Hele landet,Viken,Lørenskog,Lørenskog,51,0.8,487,4.8,0.8,49,0.8,486,5,1,49,0.9,487,4.5,0.8
4,I,30,3029,980487806,Hele landet,Viken,Lørenskog,Benterud skole,50,2.5,49,0,2,49,2.4,50,0,0,49,2.7,50,0,0
4,I,30,3029,975299139,Hele landet,Viken,Lørenskog,Finstad skole,50,2.8,47,,,47,2.5,46,,,49,2.4,47,,
4,I,30,3029,975272605,Hele landet,Viken,Lørenskog,Fjellhamar skole,52,2.1,80,,,49,1.8,81,,,50,2.1,80,,
4,I,30,3029,875296892,Hele landet,Viken,Lørenskog,Kurland skole,53,2.6,43,,,50,2.7,43,,,49,2.8,43,,
4,I,30,3029,916974302,Hele landet,Viken,Lørenskog,Luhr skole,51,2.2,73,,,50,2.1,73,,,49,2.1,74,,
4,I,30,3029,981668383,Hele landet,Viken,Lørenskog,Lørenskog friskole,,,,0,11.1,,,,0,20,,,,0,
4,I,30,3029,975300021,Hele landet,Viken,Lørenskog,Rasta skole,51,2.3,70,0,1.4,50,2,70,0,1.4,50,2.7,69,0,0
4,I,30,3029,873084022,Hele landet,Viken,Lørenskog,Rudolf steinerskolen Lørenskog,,,,0,0,,,,0,0,,,,0,
4,I,30,3029,975272613,Hele landet,Viken,Lørenskog,Solheim skole,54,2.1,65,15.6,,49,2.1,65,15.6,,53,2,65,14.3,1.3
4,I,30,3029,975290549,Hele landet,Viken,Lørenskog,Åsen skole,48,2.5,45,,,44,2.5,43,,,43,3.3,43,,
3,I,30,3013,3013,Hele landet,Viken,Marker,Marker,47,2.9,37,,,51,2.8,37,,,50,2.9,36,,
4,I,30,3013,974602083,Hele landet,Viken,Marker,Marker skole,47,2.9,37,,,51,2.8,37,,,50,2.9,36,,
3,I,30,3047,3047,Hele landet,Viken,Modum,Modum,47,1.6,141,11.9,,48,1.4,139,13.1,,46,1.6,142,10.6,0.6
4,I,30,3047,975284999,Hele landet,Viken,Modum,Buskerud skole,46,3.7,18,,,47,4,18,,,46,4.2,18,,
4,I,30,3047,975285006,Hele landet,Viken,Modum,Enger skole,50,3.5,33,13.2,,50,2.4,32,15.8,,49,2.9,33,13.2,
4,I,30,3047,975285014,Hele landet,Viken,Modum,Stalsberg skole,48,3.4,36,,,46,3.3,35,,,43,3.4,35,,
4,I,30,3047,975285022,Hele landet,Viken,Modum,Sysle skole,45,5.3,14,,,48,3.9,14,,,48,3.9,14,,
4,I,30,3047,975284980,Hele landet,Viken,Modum,Vikersund skole,46,2.9,40,20,,49,2.8,40,20,,47,3,42,16,
3,I,30,3002,3002,Hele landet,Viken,Moss,Moss,52,0.8,557,3.9,0.9,50,0.8,550,4.6,1.4,49,0.8,547,4.4,2.1
4,I,30,3002,880962132,Hele landet,Viken,Moss,Buen barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,0
4,I,30,3002,975280446,Hele landet,Viken,Moss,Bytårnet skole,49,4.6,24,,,49,4.5,22,,,46,4.5,23,,
4,I,30,3002,813943492,Hele landet,Viken,Moss,Childrens International School Moss AS,63,2.7,20,0,0,53,4.9,20,0,0,50,3.3,20,0,0
4,I,30,3002,975280772,Hele landet,Viken,Moss,Ekholt skole,51,3,41,,,53,2.9,40,,,52,2.8,41,,
4,I,30,3002,975280756,Hele landet,Viken,Moss,Halmstad skole,52,3.7,29,17.1,,48,3.7,30,14.3,,48,2.9,29,17.1,
4,I,30,3002,975280411,Hele landet,Viken,Moss,Krapfoss skole,51,2.3,35,,,49,3.1,35,,,50,2.7,35,,
4,I,30,3002,975280764,Hele landet,Viken,Moss,Larkollen skole,58,3.6,21,0,0,51,4.2,21,0,0,52,2.9,21,0,0
4,I,30,3002,875280392,Hele landet,Viken,Moss,Melløs skole,52,2.7,41,,,51,3.1,40,,,50,2.9,41,,
4,I,30,3002,975295958,Hele landet,Viken,Moss,Nøkkeland skole,51,3.5,38,0,2.6,47,3,37,0,5.1,46,3,38,0,2.6
4,I,30,3002,975267717,Hele landet,Viken,Moss,Ramberg skole,50,2.5,58,,,50,2.1,57,,,49,2.3,58,,
4,I,30,3002,975280381,Hele landet,Viken,Moss,Refsnes skole,51,2.6,38,0,0,53,2.5,38,0,0,49,2.8,38,0,0
4,I,30,3002,975280438,Hele landet,Viken,Moss,Reier skole,55,3.2,38,0,2.6,54,3.2,37,0,5.1,51,3.1,36,0,7.7
4,I,30,3002,973075373,Hele landet,Viken,Moss,Steinerskolen i Moss Grunnskole/Adm,,,,0,7.1,50,2.7,14,0,0,43,5.6,12,0,14.3
4,I,30,3002,976207289,Hele landet,Viken,Moss,Torderød skole Adventistkirkens grunnskole,49,6.9,10,0,0,,,,0,0,,,,0,10
4,I,30,3002,975280780,Hele landet,Viken,Moss,Vang skole og ressurssenter,52,5.5,17,,,52,4.5,17,,,51,5.1,17,,
4,I,30,3002,979170238,Hele landet,Viken,Moss,Verket skole,53,2.5,47,,,50,2.2,45,10,,52,2.8,43,12,2
4,I,30,3002,975296768,Hele landet,Viken,Moss,Øreåsen skole,48,2.7,54,,,45,2.2,54,,,47,2.9,53,,
4,I,30,3002,975298558,Hele landet,Viken,Moss,Åvangen skole,56,3.9,24,0,0,50,3,24,0,0,53,4.3,24,0,0
3,I,30,3036,3036,Hele landet,Viken,Nannestad,Nannestad,51,1.4,160,3.6,0.6,49,1.4,157,4.8,1.2,48,1.4,162,3,
4,I,30,3036,975272249,Hele landet,Viken,Nannestad,Eltonåsen skole,50,3.1,36,0,0,48,2.6,36,0,,46,3.3,36,0,
4,I,30,3036,975272214,Hele landet,Viken,Nannestad,Kringler-Slattum skole,47,3.8,24,0,0,45,4.1,22,,,43,3.4,24,0,
4,I,30,3036,975272222,Hele landet,Viken,Nannestad,Maura skole,51,2.3,64,,,50,2.2,63,7.2,1.4,50,1.9,65,,
4,I,30,3036,975296644,Hele landet,Viken,Nannestad,Preståsen skole,53,2.7,36,,,50,2.6,36,,,49,3,37,,
3,I,30,3034,3034,Hele landet,Viken,Nes,Nes,51,1.2,262,8.3,0.7,50,1,259,9,1,50,1,261,8.4,0.7
4,I,30,3034,975267644,Hele landet,Viken,Nes,Auli skole,55,3,27,,,49,2.6,27,,,51,3.1,27,,
4,I,30,3034,975272397,Hele landet,Viken,Nes,Fenstad skole,46,2.6,28,,,48,2.3,29,,,52,2.6,28,,
4,I,30,3034,975295052,Hele landet,Viken,Nes,Fjellfoten skole,,,,,,53,3.9,27,,,50,3.8,27,,
4,I,30,3034,975272389,Hele landet,Viken,Nes,Framtun skole,45,3.6,24,0,0,,,,,,,,,,
4,I,30,3034,912374076,Hele landet,Viken,Nes,Hoppensprett barneskole Brårud AS,48,5.9,14,,,48,3.8,15,,,49,5.7,14,,
4,I,30,3034,982143136,Hele landet,Viken,Nes,Neskollen skole,51,2.6,52,,,51,2.3,51,,,50,2.3,52,,
4,I,30,3034,915114091,Hele landet,Viken,Nes,Romerike International School,56,4.6,14,0,,53,4.8,11,,,47,4.3,13,0,
4,I,30,3034,975272362,Hele landet,Viken,Nes,Skogbygda skole,53,3.1,36,,,52,2.9,35,,,51,2.7,36,,
4,I,30,3034,975272370,Hele landet,Viken,Nes,Østgård skole,,,,,,,,,,,,,,,
4,I,30,3034,975272427,Hele landet,Viken,Nes,Årnes skole,48,3.5,32,,,52,2.9,33,,,53,2.9,33,,
3,I,30,3040,3040,Hele landet,Viken,Nesbyen,Nesbyen,47,2.9,31,0,3.1,48,2.2,32,0,0,47,2.4,32,0,0
4,I,30,3040,975284743,Hele landet,Viken,Nesbyen,Nesbyen barneskole,47,2.9,31,0,3.1,48,2.2,32,0,0,47,2.4,32,0,0
3,I,30,3023,3023,Hele landet,Viken,Nesodden,Nesodden,50,1.3,274,4.1,2.7,51,1.1,280,3.7,1,51,1.2,278,3.1,2.4
4,I,30,3023,975272885,Hele landet,Viken,Nesodden,Berger skole,54,2.7,63,,,54,2.1,66,,,55,2.6,65,,
4,I,30,3023,975298671,Hele landet,Viken,Nesodden,Bjørnemyr skole,56,3.7,25,15.6,6.3,54,4.4,26,,,55,4.1,26,,
4,I,30,3023,975272877,Hele landet,Viken,Nesodden,Fjellstrand skole,46,3.3,25,,,49,2.9,25,,,49,3,26,,
4,I,30,3023,975272869,Hele landet,Viken,Nesodden,Jaer skole,55,6.6,11,,,51,5.1,11,,,53,4.4,11,,
4,I,30,3023,975272893,Hele landet,Viken,Nesodden,Myklerud skole,49,3.1,33,0,0,46,2.5,33,0,0,47,2.6,32,0,3
4,I,30,3023,975272850,Hele landet,Viken,Nesodden,Nesoddtangen skole,52,2.1,90,0,3.2,52,1.8,92,0,1.1,52,1.6,92,0,1.1
4,I,30,3023,973076914,Hele landet,Viken,Nesodden,Rudolf steinerskolen stiftelsen Avd Undervisning,37,3.9,27,,,44,4.1,27,,,40,4.2,26,,
3,I,30,3031,3031,Hele landet,Viken,Nittedal,Nittedal,51,1,321,5.3,0.3,51,1,320,5.3,0.3,50,1.1,321,5.3,0.3
4,I,30,3031,926048090,Hele landet,Viken,Nittedal,Elvetangen skole,49,2.4,73,,,48,2,72,,,48,2.2,73,,
4,I,30,3031,976638654,Hele landet,Viken,Nittedal,Holumskogen skole,58,4.4,16,,,56,4.6,16,,,52,7,16,,
4,I,30,3031,975272575,Hele landet,Viken,Nittedal,Rotnes skole,51,2.4,60,,,53,2,60,,,52,2.2,59,,
4,I,30,3031,975272567,Hele landet,Viken,Nittedal,Slattum skole,51,2.5,52,0,1.9,52,2.4,52,0,0,50,2.2,52,0,1.9
4,I,30,3031,975296857,Hele landet,Viken,Nittedal,Sørli skole,48,2.1,49,,,52,2.5,49,,,53,2.5,49,,
4,I,30,3031,975295877,Hele landet,Viken,Nittedal,Ulverud skole,52,2.2,71,12.3,,50,2.2,71,12.3,,48,2.4,72,11.1,
3,I,30,3020,3020,Hele landet,Viken,Nordre Follo,Nordre Follo,52,0.7,780,5.1,1,52,0.6,779,5.3,0.8,50,0.7,785,4.5,1.1
4,I,30,3020,974593785,Hele landet,Viken,Nordre Follo,Bøleråsen skole,54,2.8,44,,,52,2.8,43,,,52,2.9,43,,
4,I,30,3020,974593513,Hele landet,Viken,Nordre Follo,Finstad skole,50,2.3,80,,,53,2.1,80,,,52,2.2,80,,
4,I,30,3020,974593599,Hele landet,Viken,Nordre Follo,Follo barne- og ungdomsskole,,,0,,,,,0,,,,,0,,
4,I,30,3020,975272818,Hele landet,Viken,Nordre Follo,Greverud skole,53,2.2,75,7.3,1.2,52,1.7,80,,,48,2.3,80,,
4,I,30,3020,974593505,Hele landet,Viken,Nordre Follo,Hebekk skole,52,2.7,59,,,53,2.2,58,,,49,2.4,58,,
4,I,30,3020,975272834,Hele landet,Viken,Nordre Follo,Kolbotn skole,55,2,56,,,54,2.4,56,,,52,2.2,56,,
4,I,30,3020,974593580,Hele landet,Viken,Nordre Follo,Kråkstad skole,51,2.9,42,,,50,1.9,40,,,49,2.4,42,,
4,I,30,3020,974593521,Hele landet,Viken,Nordre Follo,Langhus skole,51,2.2,61,,,50,2.1,63,0,0,49,2.1,63,0,0
4,I,30,3020,974593548,Hele landet,Viken,Nordre Follo,Siggerud skole,47,3.3,39,0,2.5,48,2.7,39,0,2.5,48,2.6,38,0,5
4,I,30,3020,974593491,Hele landet,Viken,Nordre Follo,Ski skole,52,3.2,48,10.9,1.8,51,3.2,47,10.9,3.6,53,2.7,48,10.9,1.8
4,I,30,3020,975272826,Hele landet,Viken,Nordre Follo,Sofiemyr skole Holbergsvei,50,2.7,44,10,2,51,2.6,43,12,2,48,2.5,46,,
4,I,30,3020,975290832,Hele landet,Viken,Nordre Follo,Tårnåsen skole,52,2.2,78,,,53,2.2,77,6.1,,51,2.3,78,,
4,I,30,3020,975298574,Hele landet,Viken,Nordre Follo,Vassbonn skole,51,2.3,70,0,1.4,53,2.3,71,0,0,51,2.1,70,0,1.4
4,I,30,3020,874593532,Hele landet,Viken,Nordre Follo,Vevelstadåsen skole,53,3.5,33,,,52,3.4,32,13.5,,47,3.5,32,13.5,
4,I,30,3020,975322645,Hele landet,Viken,Nordre Follo,Østli skole,54,2.7,51,,,54,2.1,50,,,53,2.1,51,,
3,I,30,3052,3052,Hele landet,Viken,Nore og Uvdal,Nore og Uvdal,42,2.4,25,0,0,48,3.6,25,0,0,46,3.3,25,0,0
4,I,30,3052,975284018,Hele landet,Viken,Nore og Uvdal,Rødberg skole,43,2.7,14,0,0,45,3.7,14,0,0,45,3.9,14,0,0
4,I,30,3052,975283992,Hele landet,Viken,Nore og Uvdal,Uvdal skole,42,4.4,11,0,0,53,6.1,11,0,0,47,5.6,11,0,0
3,I,30,3016,3016,Hele landet,Viken,Rakkestad,Rakkestad,50,1.8,96,4.7,5.6,48,1.5,95,4.7,6.5,48,1.6,98,4.7,3.7
4,I,30,3016,975280659,Hele landet,Viken,Rakkestad,Bergenhus skole,50,3,46,,,49,2.5,45,,,48,2.5,46,,
4,I,30,3016,975280675,Hele landet,Viken,Rakkestad,Kirkeng skole,50,3.4,22,,,51,2.6,22,,,50,3.2,23,,
4,I,30,3016,975280667,Hele landet,Viken,Rakkestad,Os skole,48,3,28,0,15.2,46,2.3,28,0,15.2,47,2.6,29,0,12.1
3,I,30,3007,3007,Hele landet,Viken,Ringerike,Ringerike,49,1,329,7.4,1.9,49,0.9,328,8.2,1.6,49,1.1,320,8,4.1
4,I,30,3007,920897908,Hele landet,Viken,Ringerike,Benterud skole,50,2.7,42,,,47,2.5,42,,,46,2.9,42,,
4,I,30,3007,975284514,Hele landet,Viken,Ringerike,Hallingby skole,51,3.2,23,,,51,3.6,22,,,52,3.8,23,,
4,I,30,3007,975299716,Hele landet,Viken,Ringerike,Helgerud skole,51,3.1,30,,,50,2.7,30,,,50,3.2,30,,
4,I,30,3007,975284581,Hele landet,Viken,Ringerike,Nes skole,,,,0,,,,,0,0,,,,0,
4,I,30,3007,916295650,Hele landet,Viken,Ringerike,Ringerike Montessori AS,,,,0,0,,,,0,0,,,,0,0
4,I,30,3007,973465147,Hele landet,Viken,Ringerike,Ringerike steinerskole,,,,,,46,3.5,11,,,,,0,,
4,I,30,3007,975284603,Hele landet,Viken,Ringerike,Sokna skole,,,,,,,,,,,,,,,
4,I,30,3007,917425817,Hele landet,Viken,Ringerike,Steinsfjorden montessoriskole SA,,,,0,0,,,,0,0,,,,0,0
4,I,30,3007,975284646,Hele landet,Viken,Ringerike,Tyristrand skole,49,4.1,27,,,51,2.8,27,,,51,3.8,27,,
4,I,30,3007,975284573,Hele landet,Viken,Ringerike,Ullerål skole,52,2.2,81,5.8,,49,2,81,5.7,1.1,51,2.3,82,5.7,
4,I,30,3007,875284592,Hele landet,Viken,Ringerike,Vang skole,45,2.1,60,,,50,1.9,60,,,49,2.1,61,,
4,I,30,3007,975284611,Hele landet,Viken,Ringerike,Veien skole,52,3.1,28,0,0,48,3.6,24,,,46,3.6,24,,
3,I,30,3051,3051,Hele landet,Viken,Rollag,Rollag,,,,,,,,,,,,,,,
4,I,30,3051,875283952,Hele landet,Viken,Rollag,Veggli skole,,,,,,,,,,,,,,,
3,I,30,3027,3027,Hele landet,Viken,Rælingen,Rælingen,52,1.3,232,4.5,1.6,51,1.2,235,4,0.8,50,1.3,239,3.2,
4,I,30,3027,974586533,Hele landet,Viken,Rælingen,Blystadlia skole,54,3.5,23,,,49,2.7,23,,,50,3.8,23,,
4,I,30,3027,974586495,Hele landet,Viken,Rælingen,Fjerdingby skole,51,3,48,,,51,2.4,48,,,51,2.4,50,,
4,I,30,3027,974586509,Hele landet,Viken,Rælingen,Løvenstad skole,52,3.7,31,,,51,3.2,31,,,50,3.6,32,0,0
4,I,30,3027,974586541,Hele landet,Viken,Rælingen,Nordby skole,52,3.3,21,,,51,3.8,21,,,48,4.3,21,,
4,I,30,3027,974586487,Hele landet,Viken,Rælingen,Rud skole,52,2.9,55,,,51,2.9,56,,,49,3.1,57,,
4,I,30,3027,994616269,Hele landet,Viken,Rælingen,Smestad skole,50,2.8,54,,,50,2.3,56,,,49,2.6,56,,
3,I,30,3017,3017,Hele landet,Viken,Råde,Råde,51,2.1,84,5.6,1.1,51,1.7,83,6.7,1.1,50,1.9,87,,
4,I,30,3017,975280748,Hele landet,Viken,Råde,Råde kommune Karlshus skole,53,2.5,50,,,51,2.2,48,,,49,2.6,52,,
4,I,30,3017,975289117,Hele landet,Viken,Råde,Råde kommune Spetalen skole,49,3.5,34,,,51,2.6,35,,,52,2.7,35,,
3,I,30,3003,3003,Hele landet,Viken,Sarpsborg,Sarpsborg,51,0.8,634,4.6,1.2,49,0.7,621,6.5,1.2,50,0.8,625,5.6,1.5
4,I,30,3003,975299694,Hele landet,Viken,Sarpsborg,Alvimhaugen barneskole,,,,,,,,,,,,,,,
4,I,30,3003,975267636,Hele landet,Viken,Sarpsborg,Borgen barneskole,50,2.6,50,0,0,49,2,49,,,54,2.2,50,0,0
4,I,30,3003,920334806,Hele landet,Viken,Sarpsborg,Childrens International School Sarpsborg AS,,,,0,0,,,,,,,,,,
4,I,30,3003,975280721,Hele landet,Viken,Sarpsborg,Grålum barneskole,49,2.3,71,,,49,2.1,72,,,49,2.4,73,,
