EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,E.8.B,E.8.B.u,E.8.B.N,E.8.G,E.8.G.u,E.8.G.N,R.8.B,R.8.B.u,R.8.B.N,R.8.G,R.8.G.u,R.8.G.N,M.8.B,M.8.B.u,M.8.B.N,M.8.G,M.8.G.u,M.8.G.N
4,I,34,3420,975273253,Hele landet,Innlandet,Elverum,Elverum ungdomsskole,48,1.8,100,50,1.8,88,47,1.5,100,51,1.7,88,50,1.8,99,47,1.6,88
4,I,34,3421,875289942,Hele landet,Innlandet,Trysil,Trysil ungdomsskole,48,3.7,29,49,2.4,40,47,3.3,29,52,2.8,40,45,2.9,27,47,2.4,40
4,I,15,1517,975290727,Hele landet,Møre og Romsdal,Hareid,Hareid ungdomsskule,48,2.9,39,49,2.7,37,47,2.4,38,47,2.6,38,49,2.8,37,46,2.3,37
4,I,15,1506,975284328,Hele landet,Møre og Romsdal,Molde,Midsund skule,48,6,10,50,6.2,11,47,6,10,53,4.8,11,53,4.3,10,47,4.1,11
4,I,3,301,974590441,Hele landet,Oslo,Oslo,Bjøråsen skole,48,3,35,48,3.2,31,47,2.9,35,45,2.7,30,48,2.8,33,43,3.5,31
4,I,11,1160,975281124,Hele landet,Rogaland,Vindafjord,Ølen skule,48,4,17,49,3.6,13,47,3.2,17,50,4,12,50,5,17,47,4.1,12
4,I,38,3812,975289990,Hele landet,Vestfold og Telemark,Siljan,Siljan ungdomsskole,48,4.3,23,46,3.9,15,47,3.6,24,47,5.1,16,47,3.6,25,45,3.8,15
4,I,46,4601,974738449,Hele landet,Vestland,Bergen,Kjøkkelvik skole,48,2.5,45,48,4.1,20,47,2.3,45,47,3.4,21,48,2.4,44,46,4,20
4,I,46,4601,874738042,Hele landet,Vestland,Bergen,Kyrkjekrinsen skole,48,3.5,33,48,3.1,31,47,3.1,34,49,2.4,32,48,3,33,47,2.6,32
4,I,30,3023,983170943,Hele landet,Viken,Nesodden,Bakkeløkka ungdomsskole,48,3.2,29,49,3.4,32,47,2.6,29,49,2.8,33,50,3.3,29,47,2.9,33
4,I,42,4203,975282996,Hele landet,Agder,Arendal,Moltemyr skole,49,4.9,13,48,4.3,22,47,5.1,13,45,4.1,22,47,5.3,13,42,4.4,22
4,I,42,4214,974583305,Hele landet,Agder,Froland,Froland ungdomsskole,49,2.5,51,49,2.7,33,47,2.1,51,50,2.9,32,51,2.5,49,48,2.9,33
4,I,34,3411,875289632,Hele landet,Innlandet,Ringsaker,Brøttum barne- og ungdomsskole,49,3.5,21,53,2.6,27,47,3.3,21,53,2.5,27,49,3,21,48,3.2,27
4,I,34,3438,975274446,Hele landet,Innlandet,Sør-Fron,Sør-Fron ungdomsskule,49,3.8,23,48,3.7,20,47,3.5,22,50,2.7,20,49,3.4,22,43,2.6,20
4,I,15,1516,975290026,Hele landet,Møre og Romsdal,Ulstein,Ulstein ungdomsskule,49,2.9,49,51,2.8,45,47,2.6,49,52,3.1,45,51,2.8,48,48,2.5,43
4,I,15,1535,975284247,Hele landet,Møre og Romsdal,Vestnes,Tomrefjord skule,49,5.1,21,45,3.5,15,47,3.7,19,45,4.5,14,48,3.5,19,45,4.7,13
4,I,15,1507,975290182,Hele landet,Møre og Romsdal,Ålesund,Brattvåg ungdomsskule,49,3.2,27,50,3.4,19,47,3.1,27,48,3,18,49,3.1,27,47,3.8,18
4,I,3,301,974590336,Hele landet,Oslo,Oslo,Veitvet skole,49,3,34,51,2.8,34,47,2.6,34,47,3,34,48,3,34,45,3.1,34
4,I,54,5401,975292932,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Kroken skole,49,2.5,41,48,3,28,47,3.1,41,50,2.6,28,49,2.7,41,48,2.3,27
4,I,50,5057,925204730,Hele landet,Trøndelag - Trööndelage,Ørland,Botngård ungdomsskole,49,3.9,24,48,3,34,47,2.7,25,49,2.7,34,48,2.9,24,44,2.1,34
4,I,50,5058,974620847,Hele landet,Trøndelag - Trööndelage,Åfjord,Åset skole,49,6.2,13,47,5.2,11,47,4.9,12,48,5.5,10,47,3.8,12,46,5.6,10
4,I,38,3805,974584743,Hele landet,Vestfold og Telemark,Larvik,Mellomhagen ungdomsskole,49,2.9,31,51,3.7,36,47,2.7,33,52,3.2,36,49,2.4,29,49,2.7,34
4,I,46,4627,886225172,Hele landet,Vestland,Askøy,Erdal ungdomsskole,49,2.3,47,50,2.5,49,47,2.3,46,50,2.8,52,49,2.7,45,50,2.6,51
4,I,46,4627,975290255,Hele landet,Vestland,Askøy,Kleppestø ungdomsskole,49,1.8,96,51,2.1,82,47,1.7,96,50,1.9,82,53,1.9,93,49,2,79
4,I,46,4601,974738414,Hele landet,Vestland,Bergen,Ortun skole,49,2.3,62,51,2.3,62,47,2,60,51,2.4,62,50,2.2,59,47,2.1,62
4,I,30,3025,975299732,Hele landet,Viken,Asker,Sætre ungdomsskole,49,2.8,40,50,2.6,34,47,2.4,43,49,2.8,35,48,2.8,42,45,2.3,34
4,I,30,3035,975272346,Hele landet,Viken,Eidsvoll,Råholt ungdomsskole,49,1.6,99,48,1.9,73,47,1.6,100,48,1.9,76,49,1.6,102,,,
4,I,30,3037,913180208,Hele landet,Viken,Hurdal,Hurdal skole og kultursenter Avd skole,49,5.2,15,50,3.9,18,47,4.4,15,49,4,18,48,4.2,14,44,2.7,18
4,I,30,3019,975297462,Hele landet,Viken,Vestby,Vestby ungdomssskole,49,2.1,69,49,2.4,51,47,1.8,67,50,2.6,51,50,2,69,47,2.3,50
4,I,42,4202,974548801,Hele landet,Agder,Grimstad,Fevik skole,50,3.5,40,47,2.8,44,47,3,40,48,2.5,46,51,2.7,39,46,2.5,46
4,I,34,3440,974595761,Hele landet,Innlandet,Øyer,Øyer ungdomsskole,50,4.9,16,49,3.5,26,47,3.9,16,51,4,25,47,4.7,17,45,3.1,26
4,I,15,1507,974573547,Hele landet,Møre og Romsdal,Ålesund,Blindheim ungdomsskole,50,2.3,48,48,2,67,47,2.1,50,50,1.8,68,52,2.4,47,46,1.7,68
4,I,18,1804,974042606,Hele landet,Nordland,Bodø,Tverlandet skole,50,3.4,26,49,3.8,22,47,3,27,46,2.6,21,53,3.2,25,49,3.2,22
4,I,11,1135,974617285,Hele landet,Rogaland,Sauda,Sauda ungdomsskule,50,2.7,35,50,3.2,26,47,2.6,35,54,3.2,24,52,2.8,35,48,3.3,25
4,I,11,1124,975275566,Hele landet,Rogaland,Sola,Dysjaland skule,50,2.9,37,51,3.7,32,47,2.3,37,52,3.6,32,50,2.7,37,49,3.3,32
4,I,11,1103,983083269,Hele landet,Rogaland,Stavanger,Lunde skole,50,3.9,37,50,3.2,33,47,3.1,37,46,3.6,33,51,3.4,37,44,2.7,33
4,I,54,5403,874065102,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Alta,Alta ungdomsskole,50,2.7,58,47,2,64,47,2.5,57,51,1.9,60,50,2.3,55,46,1.7,63
4,I,54,5402,974626896,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Harstad - Hárstták,Hagebyen skole,50,3.3,38,51,3.4,34,47,3.2,38,52,3.5,35,48,3.1,39,48,3.5,34
4,I,54,5421,875290762,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Senja,Finnsnes ungdomsskole,50,2.8,54,49,2.6,51,47,2.6,56,48,3,53,48,2.7,55,47,2.7,52
4,I,50,5031,975320200,Hele landet,Trøndelag - Trööndelage,Malvik,Vikhammer ungdomsskole,50,2.7,51,49,2.5,44,47,2.1,52,52,2.7,45,53,2.6,50,49,2.6,46
4,I,50,5029,974563207,Hele landet,Trøndelag - Trööndelage,Skaun,Skaun ungdomsskole,50,2.8,54,47,2.1,64,47,2.2,56,50,2.1,66,51,2.5,56,47,1.9,64
4,I,50,5006,975290093,Hele landet,Trøndelag - Trööndelage,Steinkjer,Steinkjer ungdomsskole,50,2.5,69,47,1.7,87,47,2.3,67,48,1.7,85,50,2.4,70,46,1.8,87
4,I,38,3805,913998766,Hele landet,Vestfold og Telemark,Larvik,Mesterfjellet skole,50,3.7,25,48,4.6,18,47,3.4,25,47,4.4,18,48,3.9,25,47,2.7,18
4,I,38,3804,974594420,Hele landet,Vestfold og Telemark,Sandefjord,Varden ungdomsskole,50,2.7,39,50,2.1,59,47,2.4,39,49,2,58,50,2.4,39,46,1.9,58
4,I,46,4601,974738481,Hele landet,Vestland,Bergen,Lynghaug skole,50,2.7,60,50,2.7,47,47,2.6,59,49,3,47,48,2.9,60,47,3,47
4,I,46,4602,975290239,Hele landet,Vestland,Kinn,Florø ungdomsskule,50,2.2,85,48,2.2,68,47,2.2,81,49,2.4,69,50,2.2,84,47,2.2,70
4,I,46,4612,975290271,Hele landet,Vestland,Sveio,Sveio skule,50,3.1,36,49,2.6,40,47,2.8,38,50,2.6,41,52,2.6,38,49,3.2,41
4,I,46,4618,975281744,Hele landet,Vestland,Ullensvang,Odda ungdomsskole,50,3.9,23,50,3.1,38,47,2.9,24,50,3,38,49,3.4,24,47,2.8,38
4,I,30,3024,974552345,Hele landet,Viken,Bærum,Hauger skole,50,2.5,70,55,2.4,42,47,2.4,70,54,2.5,42,51,2.5,70,50,2,42
4,I,30,3028,975272664,Hele landet,Viken,Enebakk,Kirkebygden barne- og ungdomsskole,50,2.9,45,48,2.7,51,47,2.5,44,50,2.2,53,50,3,45,46,2.3,52
4,I,30,3028,975297500,Hele landet,Viken,Enebakk,Mjær ungdomsskole,50,2.7,41,47,2.6,50,47,2.9,42,48,2.7,51,50,2.2,40,46,2.3,50
4,I,42,4204,974598663,Hele landet,Agder,Kristiansand,Grim skole,51,1.8,84,48,2.5,64,47,1.8,86,48,2.3,64,51,2.1,85,46,2.2,64
4,I,15,1505,975277240,Hele landet,Møre og Romsdal,Kristiansund,Atlanten ungdomsskole,51,2.1,55,51,2.6,50,47,2.3,56,50,2.7,50,49,2.6,54,47,2,50
4,I,18,1837,975287408,Hele landet,Nordland,Meløy,Ørnes skole,51,5,10,52,6.6,11,47,4.5,11,55,6.4,14,52,6.2,11,47,4.2,15
4,I,11,1101,975292819,Hele landet,Rogaland,Eigersund,Husabø ungdomsskole,51,2.3,42,54,2.6,40,47,2.3,41,53,2.6,41,53,2.9,41,52,2.8,40
4,I,30,3025,974578352,Hele landet,Viken,Asker,Landøya ungdomsskole,51,2.4,59,52,2.4,47,47,2.9,59,54,2.6,46,53,2.2,62,52,2.9,46
4,I,30,3005,974544229,Hele landet,Viken,Drammen,Eknes ungdomsskole,51,2.6,53,51,2.4,47,47,2.7,53,50,3,47,53,2.5,53,47,2.7,48
4,I,34,3405,975274837,Hele landet,Innlandet,Lillehammer,Hammartun skole,52,4.1,24,54,8.3,13,47,4.6,24,51,6.2,13,48,4.8,24,46,6.2,13
4,I,18,1865,974558513,Hele landet,Nordland,Vågan,Svolvær skole,52,3.8,29,48,2.3,24,47,3.1,28,49,3.5,23,50,3.2,29,47,3.1,25
4,I,11,1120,975275736,Hele landet,Rogaland,Klepp,Klepp ungdomsskule,52,2.5,54,49,2.8,50,47,2.4,54,51,2.8,50,49,2.8,54,49,2.6,50
4,I,30,3005,983603386,Hele landet,Viken,Drammen,Gulskogen skole,52,3.2,41,47,2.6,35,47,3,41,45,2.2,35,49,3.2,41,42,2.5,37
4,I,30,3005,975289214,Hele landet,Viken,Drammen,Kjøsterud skole,52,2.5,67,51,2.9,46,47,2.3,68,48,2.5,47,51,2.7,68,46,2.3,45
4,I,3,301,913579321,Hele landet,Oslo,Oslo,Teglverket skole Barne- og ungdomsskole,53,3.3,37,51,2.8,47,47,3.5,40,49,3.1,48,50,3.7,38,47,3.4,47
4,I,11,1108,974610914,Hele landet,Rogaland,Sandnes,Høyland ungdomsskole,53,3.2,30,52,2.6,36,47,3.4,32,54,3.5,35,53,3.8,32,49,3.1,36
4,I,3,301,976939190,Hele landet,Oslo,Oslo,Lycee Francais Rene Cassin Doslo,54,4.7,22,56,3.5,24,47,5.4,17,51,3.7,21,52,4.6,18,49,3.2,22
4,I,34,3435,975274527,Hele landet,Innlandet,Vågå,Vågå ungdomsskule,55,2.9,14,52,4,16,47,4.1,14,54,4.6,17,48,4.7,14,48,4,17
4,I,34,3411,875290592,Hele landet,Innlandet,Ringsaker,Nes ungdomsskole,47,3.7,25,46,5.3,16,48,2.6,25,49,3.7,18,48,3.2,25,44,4.2,17
4,I,54,5417,974597535,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Salangen,Salangen kommune Salangen skole,47,4.8,16,48,7,12,48,2.9,17,49,4.7,11,49,4.9,17,44,4.3,12
4,I,30,3025,984577311,Hele landet,Viken,Asker,Vollen ungdomsskole,47,3.1,33,50,2.3,52,48,3.2,33,53,2.3,52,50,2.7,33,50,2.7,52
4,I,30,3045,975284948,Hele landet,Viken,Sigdal,Sigdal ungdomsskole,47,3.9,25,45,5.2,19,48,2.5,25,49,4.8,19,53,4,25,44,4.4,19
4,I,42,4201,975290565,Hele landet,Agder,Risør,Risør ungdomsskole,48,3.5,33,45,3.2,34,48,2.7,30,48,3.1,34,48,3.1,31,47,3.2,34
4,I,34,3446,975273911,Hele landet,Innlandet,Gran,Gran ungdomsskole,48,3,39,50,2.8,46,48,2.9,37,54,2.8,44,47,3.2,36,51,2.9,46
4,I,34,3405,975274845,Hele landet,Innlandet,Lillehammer,Åretta ungdomsskole,48,2.5,57,50,2.3,75,48,2.3,58,53,2.1,76,51,2.7,58,49,2,76
4,I,34,3411,975294773,Hele landet,Innlandet,Ringsaker,Moelv ungdomsskole,48,3.4,38,45,2.9,38,48,2.8,38,47,2.8,38,48,3.3,38,47,3.1,37
4,I,34,3442,975290638,Hele landet,Innlandet,Østre Toten,Skreia ungdomsskole,48,3.1,33,47,2.2,44,48,2.8,33,51,2.3,44,49,3,33,48,2.2,44
4,I,18,1806,874043052,Hele landet,Nordland,Narvik,Narvik ungdomsskole,48,1.9,107,50,1.9,89,48,1.6,105,49,1.9,92,51,1.6,118,46,1.8,98
4,I,11,1149,975297489,Hele landet,Rogaland,Karmøy,Vormedal ungdomsskole,48,2.3,58,49,2.2,53,48,2.4,58,51,2.5,53,49,2.8,58,47,2.1,53
4,I,50,5007,975290131,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Høknes ungdomsskole,48,4.4,19,50,2.8,26,48,5.3,19,52,3.7,26,50,5.5,18,48,1.8,26
4,I,38,3804,974594404,Hele landet,Vestfold og Telemark,Sandefjord,Bugården ungdomsskole,48,3.1,48,47,2.2,63,48,2.9,47,51,2.2,64,50,3.2,47,47,2.1,63
4,I,38,3803,975270998,Hele landet,Vestfold og Telemark,Tønsberg,Revetal ungdomsskole,48,2.5,63,45,3,45,48,2.4,63,48,2.4,46,49,2.5,63,45,2.7,44
4,I,30,3042,975284778,Hele landet,Viken,Hemsedal,Hemsedal barne- og ungdomsskule,48,3.5,19,50,3.8,12,48,3.7,19,52,5,12,50,4,21,50,5.3,12
4,I,30,3023,973076914,Hele landet,Viken,Nesodden,Rudolf steinerskolen stiftelsen Avd Undervisning,48,3.1,24,49,4.3,25,48,4,25,50,3.3,24,49,3.2,24,44,3,24
4,I,30,3007,975290654,Hele landet,Viken,Ringerike,Hov ungdomsskole,48,3.3,35,49,2.5,51,48,3.3,35,50,2.4,49,51,3.1,35,47,2.5,49
4,I,42,4204,974598728,Hele landet,Agder,Kristiansand,Vigvoll skole,49,3.5,41,51,3,26,48,2.8,39,52,3.5,26,47,3.3,41,46,3.2,26
4,I,34,3439,975290611,Hele landet,Innlandet,Ringebu,Ringebu ungdomsskole,49,4.9,18,53,4.2,22,48,4.7,18,56,4.1,24,50,4.1,19,49,3.2,23
4,I,34,3411,975295079,Hele landet,Innlandet,Ringsaker,Brumunddal ungdomsskole,49,2.3,59,51,2,72,48,2.2,60,52,1.9,72,49,2.2,60,46,2,72
4,I,34,3443,922758328,Hele landet,Innlandet,Vestre Toten,Vestre Toten ungdomsskole,49,2.6,73,49,2,79,48,2.2,73,49,2,78,50,2.2,72,47,1.8,79
4,I,15,1579,975283542,Hele landet,Møre og Romsdal,Hustadvika,Eide ungdomsskole,49,4,24,48,3.4,23,48,3.6,24,51,3.8,22,52,4,24,50,3.8,23
4,I,15,1507,974573520,Hele landet,Møre og Romsdal,Ålesund,Spjelkavik ungdomsskole,49,2.1,80,48,1.7,77,48,1.7,79,51,1.7,76,50,2.1,81,47,1.9,78
4,I,50,5035,975294625,Hele landet,Trøndelag - Trööndelage,Stjørdal,Stokkan ungdomsskole,49,2.2,71,47,2,73,48,2.1,70,49,2.2,73,49,1.8,70,44,1.7,73
4,I,38,3820,975320499,Hele landet,Vestfold og Telemark,Seljord,Seljord barne- og ungdomsskule Skole 1-10,49,5.3,14,46,4.8,10,48,3.3,14,48,3.5,10,47,3.7,14,43,3.9,10
4,I,46,4601,974738252,Hele landet,Vestland,Bergen,Kirkevoll skole,49,3.4,30,52,1.8,35,48,3.6,30,55,2.4,35,50,3.8,30,53,2.4,35
4,I,46,4626,975287629,Hele landet,Vestland,Øygarden,Fjell ungdomsskule,49,2,71,48,2.2,66,48,1.7,74,50,2,71,50,2,75,49,1.9,70
4,I,46,4626,978606741,Hele landet,Vestland,Øygarden,Øygarden ungdomsskule,49,3.2,34,51,4.1,21,48,3,31,52,3.4,24,51,3.3,30,49,3.1,24
4,I,42,4207,974614103,Hele landet,Agder,Flekkefjord,Flekkefjord ungdomsskole,50,2.8,58,50,2.1,62,48,2.6,59,51,2.4,64,53,2.9,62,51,2.5,63
4,I,42,4204,984181345,Hele landet,Agder,Kristiansand,Karuss skole,50,3.4,35,46,3.2,33,48,3.2,34,46,3.1,37,49,3.7,35,45,2.8,35
4,I,15,1506,975284263,Hele landet,Møre og Romsdal,Molde,Eidsvåg barne- og ungdomsskole,50,4.4,18,49,3.7,14,48,4.9,16,48,5.1,14,51,5.3,17,45,3.1,14
4,I,15,1566,975283887,Hele landet,Møre og Romsdal,Surnadal,Surnadal barne- og ungdomsskule,50,3.2,34,49,3.4,27,48,3.2,34,49,3.7,27,52,3.3,34,49,3.6,27
4,I,15,1507,974618729,Hele landet,Møre og Romsdal,Ålesund,Skodje ungdomsskule,50,3,44,50,2.5,37,48,2.6,43,50,2.7,36,51,2.4,44,47,2.7,37
4,I,18,1804,974627965,Hele landet,Nordland,Bodø,Hunstad ungdomsskole,50,2.3,75,50,2.4,64,48,1.9,73,49,2.2,61,49,2.2,75,46,1.6,60
4,I,18,1804,974627787,Hele landet,Nordland,Bodø,Rønvik skole,50,3.4,21,54,3.2,25,48,3.1,21,52,3.2,27,51,3.9,21,48,2.5,26
4,I,3,301,874589772,Hele landet,Oslo,Oslo,Holmlia skole,50,2.7,57,50,3,47,48,2.4,58,50,3.5,47,48,2.8,57,47,2.6,47
4,I,11,1120,975267679,Hele landet,Rogaland,Klepp,Bore ungdomsskule,50,2.8,34,50,3,39,48,2.5,34,51,2.8,39,52,2.5,34,47,2.2,38
4,I,11,1103,984034547,Hele landet,Rogaland,Stavanger,Tastarustå skole,50,2.6,61,51,2.5,59,48,2.5,64,53,2.7,60,50,2.5,64,49,2.6,60
4,I,11,1130,975296830,Hele landet,Rogaland,Strand,Tau ungdomsskole,50,3.3,38,47,2.9,41,48,2.8,39,49,2.6,41,48,2.7,39,46,2,41
4,I,54,5401,974566303,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Grønnåsen skole,50,3.1,44,48,2.5,47,48,3.1,45,49,2.6,47,50,3.3,45,48,2.7,47
4,I,50,5026,974554674,Hele landet,Trøndelag - Trööndelage,Holtålen,Hov skole,50,4.9,12,49,4.2,14,48,2.7,12,50,4.8,14,49,3.3,12,45,3.6,14
4,I,50,5035,975289966,Hele landet,Trøndelag - Trööndelage,Stjørdal,Halsen ungdomsskole,50,2.8,46,48,2.6,50,48,2.5,47,48,2.5,53,51,2.6,46,46,2.2,52
4,I,50,5001,975267792,Hele landet,Trøndelag - Trööndelage,Trondheim,Huseby ungdomsskole,50,3.4,43,50,2.2,64,48,2.9,47,47,2.5,66,49,3,45,44,2.2,67
4,I,50,5001,884675812,Hele landet,Trøndelag - Trööndelage,Trondheim,Nidaros idrettsungdomsskole,50,2.7,43,49,2.6,33,48,2.5,43,52,3.8,32,52,2.6,42,50,2.8,33
4,I,38,3813,925959146,Hele landet,Vestfold og Telemark,Bamble,Bamble ungdomsskole,50,2,84,48,1.7,70,48,1.9,84,50,2,69,49,1.9,83,47,2,65
4,I,38,3802,975268780,Hele landet,Vestfold og Telemark,Holmestrand,Sande ungdomsskole,50,2.1,62,50,2.6,58,48,2.1,61,53,2.4,58,51,2.1,62,51,2.3,58
4,I,38,3805,974584700,Hele landet,Vestfold og Telemark,Larvik,Hedrum ungdomsskole,50,2.2,68,47,2.6,60,48,2,67,49,2.4,60,51,2.5,68,45,2.5,59
4,I,46,4602,975271935,Hele landet,Vestland,Kinn,Eikefjord barne- og ungdomsskule,50,8,11,46,4.3,10,48,5.1,11,51,6,10,53,5.1,11,51,5.3,10
4,I,30,3004,974565560,Hele landet,Viken,Fredrikstad,Kråkerøy ungdomsskole,50,2.3,52,52,2.6,53,48,2.5,51,54,2.6,52,52,2.6,51,48,2.2,54
4,I,30,3007,975299724,Hele landet,Viken,Ringerike,Veienmarka ungdomsskole,50,3.1,46,49,2.6,45,48,2.9,44,47,2.5,45,51,2.8,46,43,2.5,46
4,I,42,4203,975283003,Hele landet,Agder,Arendal,Birkenlund skole,51,3.7,28,49,3.5,24,48,4,28,49,3.9,23,51,3.4,27,46,3.1,24
4,I,42,4203,875283022,Hele landet,Agder,Arendal,Stinta skole barne- og Ungdomstrinnet,51,4.2,27,49,2.9,43,48,2.8,28,49,3,43,49,3.3,28,44,2.7,43
4,I,42,4206,918195793,Hele landet,Agder,Farsund,Farsund ungdomsskole,51,3.4,23,50,3.3,32,48,3.3,22,51,3.1,31,53,2.2,24,50,3.1,32
4,I,15,1532,975289974,Hele landet,Møre og Romsdal,Giske,Giske ungdomsskule,51,2.6,54,49,2.5,51,48,2.5,54,51,2.7,51,50,3,54,46,2.6,51
4,I,15,1505,975277259,Hele landet,Møre og Romsdal,Kristiansund,Nordlandet ungdomsskole,51,4,36,51,3,43,48,3.6,36,50,2.7,44,52,4.4,37,48,2.7,42
4,I,15,1507,974573423,Hele landet,Møre og Romsdal,Ålesund,Ellingsøy barne- og ungdomsskole,51,3,19,51,6.7,14,48,4,19,51,3.6,14,51,3.6,20,47,2.3,13
4,I,15,1507,974573539,Hele landet,Møre og Romsdal,Ålesund,Kolvikbakken ungdomsskole,51,2.1,69,51,2.5,58,48,1.8,67,52,2.4,58,51,2.2,69,51,2.6,58
4,I,18,1804,974627884,Hele landet,Nordland,Bodø,Løpsmark skole,51,3.4,24,55,5.6,19,48,3.4,26,54,5.2,19,52,4.3,25,55,4.4,19
4,I,11,1149,975275175,Hele landet,Rogaland,Karmøy,Åkra ungdomsskole,51,2.2,69,51,2.4,55,48,2.2,69,50,2.1,56,52,2.4,67,49,2,55
4,I,11,1112,975275914,Hele landet,Rogaland,Lund,Lund ungdomsskole,51,4.7,18,47,5.7,15,48,3.5,18,48,4.7,15,51,4.4,17,46,4.4,15
4,I,50,5001,975299171,Hele landet,Trøndelag - Trööndelage,Trondheim,Flatåsen skole,51,2.6,41,49,2.9,43,48,3,42,51,2.5,40,51,3.2,39,47,2.6,41
4,I,50,5001,975298779,Hele landet,Trøndelag - Trööndelage,Trondheim,Hoeggen skole,51,2.4,62,50,2.2,73,48,2.2,66,51,2.5,69,50,2.3,64,49,2.3,69
4,I,46,4601,974737817,Hele landet,Vestland,Bergen,Blokkhaugen skole,51,2.3,43,49,2.5,45,48,2.3,43,50,2.4,45,49,2.4,42,46,2.8,41
4,I,46,4601,974738635,Hele landet,Vestland,Bergen,Olsvik skole,51,2.6,31,51,2.4,52,48,1.9,31,54,2,52,48,2.9,30,47,2.2,51
4,I,46,4601,974738600,Hele landet,Vestland,Bergen,Rå skole,51,2.4,69,50,2.1,65,48,2.2,67,52,2.2,62,51,2,66,49,2.1,67
4,I,46,4601,974737833,Hele landet,Vestland,Bergen,Sandgotna skole,51,2.2,67,49,2.6,54,48,1.9,66,47,2.2,55,51,2.5,68,44,2.1,57
4,I,46,4622,973953907,Hele landet,Vestland,Kvam,Kvam ungdomsskule,51,3.2,38,49,2.8,36,48,2.9,36,50,2.7,35,50,2.5,37,48,2.3,38
4,I,46,4614,895060062,Hele landet,Vestland,Stord,Nordbygdo ungdomsskule,51,3.1,35,47,2.9,28,48,3,35,51,3.9,28,52,3.9,35,51,2.8,28
4,I,30,3025,975285138,Hele landet,Viken,Asker,Tofte ungdomsskole,51,3.3,29,49,3.5,24,48,3.4,29,48,2.6,24,49,3.2,29,46,3.4,24
4,I,30,3004,974565439,Hele landet,Viken,Fredrikstad,Kvernhuset ungdomsskole,51,2.1,77,51,2.4,61,48,1.9,76,52,2.4,61,52,2.2,75,48,2.1,62
4,I,30,3030,913964241,Hele landet,Viken,Lillestrøm,Bråtejordet skole,51,2.9,53,53,2,62,48,2.7,50,52,2.6,63,50,3,52,51,2.2,63
4,I,30,3003,975289109,Hele landet,Viken,Sarpsborg,Grålum ungdomsskole,51,2.8,54,49,2.1,48,48,2.2,53,47,2.3,49,51,2.9,55,45,2.5,49
4,I,30,3003,975280365,Hele landet,Viken,Sarpsborg,Kruseløkka ungdomsskole,51,1.9,87,50,2,86,48,1.8,84,51,1.9,87,51,2,85,48,2.1,86
4,I,15,1528,974618605,Hele landet,Møre og Romsdal,Sykkylven,Sykkylven ungdomsskule,52,3,42,48,2.9,52,48,3.2,41,47,2.7,52,53,2.8,43,47,2.3,55
4,I,11,1108,974610906,Hele landet,Rogaland,Sandnes,Skeiane ungdomsskole,52,2.5,69,53,2,77,48,2.1,70,53,2.2,77,53,2,67,51,2,79
4,I,50,5001,983210058,Hele landet,Trøndelag - Trööndelage,Trondheim,Markaplassen skole,52,1.8,83,49,2.2,79,48,1.9,83,52,2.1,80,52,2,84,48,2.1,79
4,I,38,3816,974608642,Hele landet,Vestfold og Telemark,Nome,Holla 10-Årige skole,52,3.9,18,51,4.7,15,48,4.5,17,47,4.9,14,50,4.4,17,45,4.7,14
4,I,38,3806,975277976,Hele landet,Vestfold og Telemark,Porsgrunn,Vestsiden skole,52,3,29,49,2.8,21,48,3.4,30,48,3.6,21,49,3.1,30,44,3,21
4,I,38,3804,974594390,Hele landet,Vestfold og Telemark,Sandefjord,Breidablikk ungdomsskole,52,2.3,79,52,2.5,69,48,2.3,80,52,2.6,69,51,2.5,80,48,2.4,69
4,I,38,3803,975271242,Hele landet,Vestfold og Telemark,Tønsberg,Kongseik ungdomsskole,52,2.2,35,49,2.1,60,48,2.8,35,50,1.9,60,50,2.6,34,46,1.4,60
4,I,46,4601,980155307,Hele landet,Vestland,Bergen,Breimyra skole,52,2.4,40,50,3.2,37,48,2.8,40,48,3.4,36,51,2.6,40,47,2.9,36
4,I,46,4615,975281361,Hele landet,Vestland,Fitjar,Rimbareid barne- og ungdomsskule,52,5.2,14,49,3.7,22,48,5.6,14,51,4.6,22,50,4.9,14,48,4.3,22
4,I,30,3025,973746952,Hele landet,Viken,Asker,Røyken ungdomsskole,52,3.1,33,51,3,40,48,3.3,32,52,2.8,39,54,2.4,34,51,2.1,39
4,I,30,3030,994736000,Hele landet,Viken,Lillestrøm,Kjeller skole,52,5.7,22,52,3.4,26,48,4.9,22,51,3.7,27,,,,,,
